copy and paste JSON data,,,,,,,,add manually,automatic calculation,,,,,,,,num,start,end,opening hours,closing hours,stage,weapon 1,weapon 2,weapon 3,weapon 4,rare wepon,weapon set type,weapons text
580,1591617600,1591747200,2,3010,40,0,250,,0,1,3010,40,0,250,0,0,581,2020/06/10 15:00,2020/06/12 3:00,36,6,シェケナダム,スプラスピナー,クラッシュブラスター,スプラマニューバー,ソイチューバー,,普通編成,"スプラスピナー,クラッシュブラスター,スプラマニューバー,ソイチューバー"
581,1591768800,1591898400,1,4000,230,5010,2060,,0,0,4000,230,5010,2060,0,0,582,2020/06/12 9:00,2020/06/13 21:00,36,6,朽ちた箱舟 ポラリス,パラシェルター,ノーチラス47,ホクサイ,4Kスコープ,,普通編成,"パラシェルター,ノーチラス47,ホクサイ,4Kスコープ"
582,1591920000,1592049600,5,6000,4040,1110,2040,,0,4,6000,4040,1110,2040,0,0,583,2020/06/14 3:00,2020/06/15 21:00,42,6,トキシラズいぶし工房,.52ガロン,スパッタリー,スクイックリンα,緑？ (クマサン印のチャージャー),クマサン印のチャージャー,一緑編成,".52ガロン,スパッタリー,スクイックリンα,緑？ (クマサン印のチャージャー)"
583,1592071200,1592222400,4,50,5000,2000,-1,7020,1,3,50,5000,2000,8020,1,0,584,2020/06/16 3:00,2020/06/17 15:00,36,6,海上集落シャケト場,H3リールガン,プライムシューター,クーゲルシュライバー,14式竹筒銃・甲,,普通編成,"H3リールガン,プライムシューター,クーゲルシュライバー,14式竹筒銃・甲"
584,1592244000,1592373600,3,310,70,4030,2050,,0,2,310,70,4030,2050,0,0,585,2020/06/17 21:00,2020/06/19 9:00,36,6,難破船ドン･ブラコ,ボールドマーカー,スプラローラー,L3リールガン,ジェットスイーパー,,普通編成,"ボールドマーカー,スプラローラー,L3リールガン,ジェットスイーパー"
585,1592395200,1592524800,2,0,1010,300,90,,0,1,0,1010,300,90,0,0,586,2020/06/19 15:00,2020/06/21 3:00,36,6,シェケナダム,プロモデラーMG,クアッドホッパーブラック,バレルスピナー,ラピッドブラスター,,普通編成,"プロモデラーMG,クアッドホッパーブラック,バレルスピナー,ラピッドブラスター"
586,1592546400,1592676000,1,30,5040,4010,240,,0,0,30,5040,4010,240,0,0,587,2020/06/21 9:00,2020/06/23 3:00,42,6,朽ちた箱舟 ポラリス,N-ZAP85,わかばシューター,ケルビン525,ハイドラント,,普通編成,"N-ZAP85,わかばシューター,ケルビン525,ハイドラント"
587,1592697600,1592848800,5,60,10,5020,4020,,0,4,60,10,5020,4020,0,0,588,2020/06/23 9:00,2020/06/24 21:00,36,6,トキシラズいぶし工房,パラシェルター,.96ガロン,パブロ,スプラスコープ,,普通編成,"パラシェルター,.96ガロン,パブロ,スプラスコープ"
588,1592870400,1593000000,4,6000,80,1100,2020,,0,3,6000,80,1100,2020,0,0,589,2020/06/25 3:00,2020/06/26 15:00,36,6,難破船ドン･ブラコ,シャープマーカー,.52ガロン,スパッタリー,4Kスコープ,,普通編成,"シャープマーカー,.52ガロン,スパッタリー,4Kスコープ"
589,1593021600,1593151200,2,20,50,5000,2040,,0,1,20,50,5000,2040,0,0,590,2020/06/26 21:00,2020/06/28 19:00,46,2,シェケナダム,金？,金？,金？,金？,すべてのクマサン印のブキ,黄金編成,"金？,金？,金？,金？"
590,1593172800,1593338400,1,-2,-2,-2,-2,,3,0,-2,-2,-2,-2,0,4,591,2020/06/28 21:00,2020/06/30 9:00,36,6,朽ちた箱舟 ポラリス,H3リールガン,L3リールガン,クラッシュブラスター,バレルスピナー,,普通編成,"H3リールガン,L3リールガン,クラッシュブラスター,バレルスピナー"
591,1593345600,1593475200,5,310,300,230,4010,,0,4,310,300,230,4010,0,0,592,2020/06/30 15:00,2020/07/02 3:00,36,6,海上集落シャケト場,プロモデラーMG,デュアルスイーパー,ヒッセン,Rブラスターエリート,,普通編成,"プロモデラーMG,デュアルスイーパー,ヒッセン,Rブラスターエリート"
592,1593496800,1593626400,3,30,5030,3010,250,,0,2,30,5030,3010,250,0,0,593,2020/07/02 9:00,2020/07/03 21:00,36,6,トキシラズいぶし工房,パブロ,スクリュースロッシャー,ボールドマーカー,14式竹筒銃・甲,,普通編成,"パブロ,スクリュースロッシャー,ボールドマーカー,14式竹筒銃・甲"
593,1593648000,1593777600,4,1100,3020,0,2050,,0,3,1100,3020,0,2050,0,0,594,2020/07/04 3:00,2020/07/05 21:00,42,6,難破船ドン･ブラコ,わかばシューター,スパッタリー,シャープマーカー,ハイドラント,,普通編成,"わかばシューター,スパッタリー,シャープマーカー,ハイドラント"
594,1593799200,1593950400,2,10,5000,20,4020,,0,1,10,5000,20,4020,0,0,595,2020/07/06 3:00,2020/07/07 15:00,36,6,シェケナダム,ボトルガイザー,スプラローラー,.96ガロン,4Kスコープ,,普通編成,"ボトルガイザー,スプラローラー,.96ガロン,4Kスコープ"
595,1593972000,1594101600,1,400,1010,80,2040,,0,0,400,1010,80,2040,0,0,596,2020/07/07 21:00,2020/07/09 9:00,36,6,朽ちた箱舟 ポラリス,N-ZAP85,パラシェルター,スプラマニューバー,スプラチャージャー,,普通編成,"N-ZAP85,パラシェルター,スプラマニューバー,スプラチャージャー"
596,1594123200,1594252800,5,60,6000,5010,2010,,0,4,60,6000,5010,2010,0,0,597,2020/07/09 15:00,2020/07/11 3:00,36,6,トキシラズいぶし工房,ヴァリアブルローラー,クーゲルシュライバー,クラッシュブラスター,ソイチューバー,,普通編成,"ヴァリアブルローラー,クーゲルシュライバー,クラッシュブラスター,ソイチューバー"
597,1594274400,1594404000,4,1030,4030,230,2060,,0,3,1030,4030,230,2060,0,0,598,2020/07/11 9:00,2020/07/13 3:00,42,6,海上集落シャケト場,プライムシューター,オーバーフロッシャー,スクイックリンα,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,"プライムシューター,オーバーフロッシャー,スクイックリンα,緑？ (クマサン印のブラスター)"
598,1594425600,1594576800,3,70,3030,2000,-1,7000,1,2,70,3030,2000,8000,1,0,599,2020/07/13 9:00,2020/07/14 21:00,36,6,難破船ドン･ブラコ,ヒッセン,L3リールガン,バケットスロッシャー,ジェットスイーパー,,普通編成,"ヒッセン,L3リールガン,バケットスロッシャー,ジェットスイーパー"
599,1594598400,1594728000,2,3010,300,3000,90,,0,1,3010,300,3000,90,0,0,600,2020/07/15 3:00,2020/07/16 15:00,36,6,朽ちた箱舟 ポラリス,スパッタリー,クアッドホッパーブラック,スクリュースロッシャー,4Kスコープ,,普通編成,"スパッタリー,クアッドホッパーブラック,スクリュースロッシャー,4Kスコープ"
600,1594749600,1594879200,5,5000,5040,3020,2040,,0,4,5000,5040,3020,2040,0,0,601,2020/07/16 21:00,2020/07/18 9:00,36,6,シェケナダム,わかばシューター,ボトルガイザー,パラシェルター,14式竹筒銃・甲,,普通編成,"わかばシューター,ボトルガイザー,パラシェルター,14式竹筒銃・甲"
601,1594900800,1595030400,1,10,400,6000,2050,,0,0,10,400,6000,2050,0,0,602,2020/07/18 15:00,2020/07/20 9:00,42,6,トキシラズいぶし工房,プロモデラーMG,クーゲルシュライバー,.52ガロン,スプラチャージャー,,普通編成,"プロモデラーMG,クーゲルシュライバー,.52ガロン,スプラチャージャー"
602,1595052000,1595203200,4,30,4030,50,2010,,0,3,30,4030,50,2010,0,0,603,2020/07/20 15:00,2020/07/22 3:00,36,6,海上集落シャケト場,シャープマーカー,ボールドマーカー,ホットブラスター,バレルスピナー,,普通編成,"シャープマーカー,ボールドマーカー,ホットブラスター,バレルスピナー"
603,1595224800,1595354400,3,20,0,210,4010,,0,2,20,0,210,4010,0,0,604,2020/07/22 9:00,2020/07/23 21:00,36,6,難破船ドン･ブラコ,ケルビン525,パブロ,ノーチラス47,スプラスコープ,,普通編成,"ケルビン525,パブロ,ノーチラス47,スプラスコープ"
604,1595376000,1595505600,2,5020,1100,4040,2020,,0,1,5020,1100,4040,2020,0,0,605,2020/07/24 3:00,2020/07/25 15:00,36,6,シェケナダム,スプラローラー,オーバーフロッシャー,デュアルスイーパー,ラピッドブラスター,,普通編成,"スプラローラー,オーバーフロッシャー,デュアルスイーパー,ラピッドブラスター"
605,1595527200,1595656800,1,1010,3030,5030,240,,0,0,1010,3030,5030,240,0,0,606,2020/07/25 21:00,2020/07/27 15:00,42,6,朽ちた箱舟 ポラリス,緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),クマサン印のチャージャー,全緑編成,"緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー),緑？ (クマサン印のチャージャー)"
606,1595678400,1595829600,5,-1,-1,-1,-1,7020,2,4,8020,8020,8020,8020,4,0,607,2020/07/27 21:00,2020/07/29 9:00,36,,トキシラズいぶし工房,スプラスピナー,スプラシューター,H3リールガン,リッター4K,,普通編成,"スプラスピナー,スプラシューター,H3リールガン,リッター4K"
607,1595851200,1595980800,4,4000,40,310,2030,,0,3,4000,40,310,2030,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
,,,,,,,,,0,-1,,,,,0,0,,,,,,,,,,,,,",,,"
